5.997532e+02,3.023893e-02
6.007174e+02,3.029712e-02
6.016816e+02,3.037127e-02
6.026459e+02,3.045134e-02
6.036101e+02,3.052214e-02
6.045743e+02,3.057017e-02
6.055386e+02,3.058926e-02
6.065028e+02,3.058033e-02
6.074670e+02,3.054983e-02
6.084313e+02,3.050668e-02
6.093955e+02,3.046232e-02
6.103597e+02,3.043286e-02
6.113240e+02,3.044163e-02
6.122882e+02,3.052015e-02
6.132524e+02,3.070706e-02
6.142167e+02,3.103883e-02
6.151809e+02,3.154270e-02
6.161451e+02,3.223502e-02
6.171094e+02,3.311945e-02
6.180736e+02,3.419651e-02
6.190378e+02,3.547280e-02
6.200021e+02,3.696435e-02
6.209663e+02,3.869089e-02
6.219305e+02,4.065785e-02
6.228948e+02,4.283769e-02
6.238590e+02,4.514193e-02
6.248232e+02,4.740731e-02
6.257875e+02,4.942211e-02
6.267517e+02,5.093542e-02
6.277159e+02,5.171588e-02
6.286802e+02,5.161885e-02
6.296444e+02,5.060813e-02
6.306086e+02,4.878183e-02
6.315729e+02,4.634012e-02
6.325371e+02,4.356540e-02
6.335013e+02,4.075963e-02
6.344656e+02,3.817779e-02
6.354298e+02,3.601709e-02
6.363940e+02,3.437432e-02
6.373583e+02,3.325135e-02
6.383225e+02,3.257953e-02
6.392867e+02,3.225221e-02
6.402510e+02,3.216475e-02
6.412152e+02,3.222870e-02
6.421794e+02,3.239078e-02
6.431437e+02,3.262693e-02
6.441079e+02,3.292865e-02
6.450721e+02,3.329067e-02
6.460364e+02,3.370194e-02
6.470006e+02,3.414331e-02
6.479648e+02,3.459274e-02
6.489291e+02,3.503316e-02
6.498933e+02,3.545856e-02
6.508575e+02,3.587534e-02
6.518218e+02,3.629862e-02
6.527860e+02,3.674232e-02
6.537502e+02,3.721062e-02
6.547145e+02,3.769146e-02
6.556787e+02,3.815496e-02
6.566429e+02,3.856268e-02
6.576072e+02,3.887573e-02
6.585714e+02,3.906909e-02
6.595356e+02,3.914081e-02
6.604999e+02,3.911427e-02
6.614641e+02,3.903498e-02
6.624283e+02,3.896405e-02
6.633926e+02,3.897920e-02
6.643568e+02,3.916790e-02
6.653210e+02,3.961007e-02
6.662853e+02,4.034133e-02
6.672495e+02,4.130407e-02
6.682137e+02,4.233370e-02
6.691780e+02,4.322593e-02
6.701422e+02,4.385180e-02
6.711064e+02,4.421471e-02
6.720707e+02,4.440530e-02
6.730349e+02,4.452746e-02
6.739991e+02,4.465876e-02
6.749634e+02,4.484432e-02
6.759276e+02,4.509969e-02
6.768918e+02,4.541561e-02
6.778561e+02,4.576268e-02
6.788203e+02,4.610506e-02
6.797845e+02,4.641515e-02
6.807488e+02,4.668417e-02
6.817130e+02,4.692039e-02
6.826772e+02,4.713931e-02
6.836415e+02,4.735214e-02
6.846057e+02,4.755885e-02
6.855699e+02,4.774995e-02
6.865342e+02,4.791382e-02
6.874984e+02,4.804586e-02
6.884626e+02,4.815409e-02
6.894269e+02,4.825675e-02
6.903911e+02,4.837452e-02
6.913553e+02,4.852266e-02
6.923196e+02,4.870506e-02
6.932838e+02,4.891498e-02
6.942480e+02,4.914070e-02
6.952123e+02,4.937318e-02
6.961765e+02,4.961217e-02
6.971407e+02,4.986627e-02
6.981050e+02,5.014964e-02
6.990692e+02,5.047420e-02
7.000334e+02,5.084736e-02
7.009977e+02,5.127024e-02
7.019619e+02,5.174309e-02
7.029261e+02,5.227158e-02
7.038904e+02,5.287099e-02
7.048546e+02,5.356456e-02
7.058188e+02,5.438014e-02
7.067831e+02,5.534119e-02
7.077473e+02,5.646120e-02
7.087115e+02,5.774595e-02
7.096758e+02,5.919933e-02
7.106400e+02,6.083188e-02
7.116042e+02,6.266922e-02
7.125685e+02,6.474763e-02
7.135327e+02,6.710155e-02
7.144969e+02,6.974328e-02
7.154612e+02,7.264190e-02
7.164254e+02,7.570943e-02
7.173896e+02,7.879179e-02
7.183539e+02,8.169606e-02
7.193181e+02,8.420984e-02
7.202823e+02,8.613257e-02
7.212466e+02,8.732276e-02
7.222108e+02,8.771024e-02
7.231750e+02,8.730846e-02
7.241393e+02,8.620550e-02
7.251035e+02,8.454419e-02
7.260677e+02,8.249575e-02
7.270320e+02,8.021685e-02
7.279962e+02,7.784434e-02
7.289604e+02,7.547918e-02
7.299247e+02,7.318035e-02
