6.002353e+02,5.393302e-02
6.007174e+02,5.395974e-02
6.011995e+02,5.395028e-02
6.016816e+02,5.391615e-02
6.021638e+02,5.386993e-02
6.026459e+02,5.382117e-02
6.031280e+02,5.377587e-02
6.036101e+02,5.373499e-02
6.040922e+02,5.369749e-02
6.045743e+02,5.366124e-02
6.050565e+02,5.362457e-02
6.055386e+02,5.358664e-02
6.060207e+02,5.354720e-02
6.065028e+02,5.350598e-02
6.069849e+02,5.346329e-02
6.074670e+02,5.342008e-02
6.079492e+02,5.337823e-02
6.084313e+02,5.333983e-02
6.089134e+02,5.330615e-02
6.093955e+02,5.327626e-02
6.098776e+02,5.324592e-02
6.103597e+02,5.320752e-02
6.108419e+02,5.315285e-02
6.113240e+02,5.307526e-02
6.118061e+02,5.297257e-02
6.122882e+02,5.284835e-02
6.127703e+02,5.271126e-02
6.132524e+02,5.257418e-02
6.137346e+02,5.244977e-02
6.142167e+02,5.234865e-02
6.146988e+02,5.227861e-02
6.151809e+02,5.224311e-02
6.156630e+02,5.224262e-02
6.161451e+02,5.227554e-02
6.166273e+02,5.233792e-02
6.171094e+02,5.242450e-02
6.175915e+02,5.252840e-02
6.180736e+02,5.264262e-02
6.185557e+02,5.276154e-02
6.190378e+02,5.288181e-02
6.195200e+02,5.300312e-02
6.200021e+02,5.312701e-02
6.204842e+02,5.325606e-02
6.209663e+02,5.339138e-02
6.214484e+02,5.353213e-02
6.219305e+02,5.367642e-02
6.224127e+02,5.382286e-02
6.228948e+02,5.397253e-02
6.233769e+02,5.413010e-02
6.238590e+02,5.430233e-02
6.243411e+02,5.449541e-02
6.248232e+02,5.471119e-02
6.253054e+02,5.494385e-02
6.257875e+02,5.518032e-02
6.262696e+02,5.540216e-02
6.267517e+02,5.559162e-02
6.272338e+02,5.573460e-02
6.277159e+02,5.582483e-02
6.281981e+02,5.586330e-02
6.286802e+02,5.585689e-02
6.291623e+02,5.581484e-02
6.296444e+02,5.574609e-02
6.301265e+02,5.565832e-02
6.306086e+02,5.555702e-02
6.310908e+02,5.544640e-02
6.315729e+02,5.533054e-02
6.320550e+02,5.521302e-02
